lineId	chId	mId	chName	dialogue
L31291	u255	m16	MOZART	Yes, and on 'dictis'.
L31290	u260	m16	SALIERI	Sopranos up to F on the second 'Voca'?
L31289	u255	m16	MOZART	C Major. Sopranos and altos in thirds. Altos on C. Sopranos above.  Vo-ca, vo-ca me, vo-ca me cum be-ne- dic-tis.
L31288	u255	m16	MOZART	Yes, yes - go on. The Voca Me. Suddenly sotto voce. Write that down: sotto voce, pianissimo. Voca me cum benedictis. Call me among the blessed.
L31287	u260	m16	SALIERI	That's wonderful!
L31285	u255	m16	MOZART	Show me.
L31284	u260	m16	SALIERI	I think so.
L31283	u255	m16	MOZART	Do you have me?
L31281	u255	m16	MOZART	Oh no. Now for the Fire.  Strings in unison - ostinato on all - like this.
L31280	u260	m16	SALIERI	And that's all?
L31279	u255	m16	MOZART	Exactly. The instruments to go with the voices. Trumpets and timpani, tonic and dominant.
L31278	u260	m16	SALIERI	Also identical?
L31277	u255	m16	MOZART	With the tenors.
L31276	u260	m16	SALIERI	First bassoon and tenor trombone - what?
L31275	u255	m16	MOZART	It couldn't be simpler.
L31274	u260	m16	SALIERI	Please! Just one moment.
L31273	u255	m16	MOZART	Now the orchestra. Second bassoon and bass trombone with the basses. Identical notes and rhythm.  The first bassoon and tenor trombone -
L31272	u255	m16	MOZART	Fourth measure, second beat - F.  Flam-mis a-cri-bus ad-dic-tis, flam- mis a-cri-bus ad-dic-tis.
L31271	u260	m16	SALIERI	Yes.
L31270	u255	m16	MOZART	Good. Now the tenors. Fourth beat of the first measure - C.  Con-fu-ta-tis.  Second measure, fourth beat on D.  Ma-le-dic-tis.  All right?
L31269	u255	m16	MOZART	Sing it back.
L31268	u260	m16	SALIERI	I think so.
L31267	u255	m16	MOZART	Third measure, second beat starting on E.  Flam-mis a-cri-bus ad-dic-tis.  And fourth measure, fourth beat - D.  Ma-le-dic-tis, flam-mis a-cri-bus ad- dic-tis.  Do you have that?
L31266	u260	m16	SALIERI	Yes.
L31265	u255	m16	MOZART	Start with the voices. Basses first. Second beat of the first measure - A.  Con-fu-ta-tis.  Second measure, second beat.  Ma-le-dic-tis.  G-sharp, of course.
L31264	u255	m16	MOZART	Common time.
L31263	u260	m16	SALIERI	What time?
L31262	u255	m16	MOZART	The Fire.
L31261	u255	m16	MOZART	So now - A minor. Suddenly.
L31260	u260	m16	SALIERI	Yes.
L31259	u255	m16	MOZART	We ended in F Major?
L31258	u260	m16	SALIERI	Confutatis Maledictis.
L31257	u260	m16	SALIERI	Come. Let's begin.
L31256	u255	m16	MOZART	Strange!
L31255	u260	m16	SALIERI	Oh, yes.
L31254	u255	m16	MOZART	A fire which never dies. Burning one forever?
L31253	u260	m16	SALIERI	What?
L31252	u255	m16	MOZART	Do you believe in it?
L31251	u260	m16	SALIERI	Consigned to flames of woe.
L31250	u255	m16	MOZART	So now the Confutatis. Confutatis Maledictis. When the wicked are confounded. Flammis acribus addictis. How would you translate that?
L31249	u260	m16	SALIERI	The end of the Recordare - Statuens in parte dextra.
L31248	u255	m16	MOZART	Where did I stop?
L31238	u255	m16	MOZART	A Mass. A Mass for the Dead.
L31237	u260	m16	SALIERI	Then, let us try together. I'd regard it as such an honour. Tell me, what is this work?
L31236	u255	m16	MOZART	You know, it's all here in my head. It's just ready to be set down. But when I'm dizzy like this my eyes won't focus. I can't write.
L31235	u260	m16	SALIERI	Of course.
L31234	u255	m16	MOZART	But you'd have to swear not to tell a soul. I'm not allowed.
L31233	u260	m16	SALIERI	My dear friend, it would be my greatest pleasure.
L31232	u255	m16	MOZART	Would you? Actually, you could.
L31231	u260	m16	SALIERI	Yes. Can I - could I help you, in any way?
L31230	u255	m16	MOZART	Another? But that's too soon! Tomorrow night? It's impossible! Did he say a hundred?
L31211	u255	m16	MOZART	He knows. He knows!
L31210	u260	m16	SALIERI	Finish what?
L31209	u255	m16	MOZART	Wait! Ask him if he'd give me some money now. Tell him if he would, that would help me finish it.
L31207	u260	m16	SALIERI	What man?
L31206	u255	m16	MOZART	The man. He's here.
L31205	u260	m16	SALIERI	Who?
L31204	u255	m16	MOZART	No! No, it's him!
L31203	u260	m16	SALIERI	Shall I answer it?
L31202	u255	m16	MOZART	I'm too young to be so sick.
L31201	u260	m16	SALIERI	What?
L31200	u255	m16	MOZART	The doctor thinks I am. But -
L31199	u260	m16	SALIERI	Are you ill?
L31198	u255	m16	MOZART	I have bad fancies. I don't sleep well anymore. Then I drink too much, and think stupid things.
L31197	u260	m16	SALIERI	I do.
L31196	u255	m16	MOZART	Do you mean that?
L31195	u260	m16	SALIERI	Oh no. It is a sublime piece. The grandest operone. I tell you, you are the greatest composer known to me.
L31194	u255	m16	MOZART	This is only a vaudeville.
L31193	u260	m16	SALIERI	I would never miss anything that you had written. You must know that.
L31192	u255	m16	MOZART	I mean to come to my opera. You are the only colleague who did.
L31191	u260	m16	SALIERI	No, please.
L31190	u255	m16	MOZART	You're so good to me. Truly. Thank you.
L31189	u260	m16	SALIERI	You mean she's not coming back?
L31188	u255	m16	MOZART	Not here! She's not well, either. She went to the Spa.
L31187	u260	m16	SALIERI	Where is your wife?
L31183	u255	m16	MOZART	No, no. I have to get back. I have -
L31182	u260	m16	SALIERI	I'm taking you home. You're not well.
L31181	u255	m16	MOZART	What happened? Is it over?
L31134	u255	m16	MOZART	No, no! I promise you, I'll give you a wonderful piece - the best I ever can!
L31133	u260	m16	SALIERI	Are you neglecting my request?
L31132	u255	m16	MOZART	I don't have it yet. It's not finished. I'm sorry, but I need more time.
L31062	u260	m16	SALIERI	Work fast. And be sure to tell no one what you do. You will see me again soon.
L31061	u255	m16	MOZART	How long will you give me?
L31059	u255	m16	MOZART	How much?
L31058	u260	m16	SALIERI	I am only a messenger. Do you accept? You will be paid well.
L31057	u255	m16	MOZART	Who are you?
L31056	u260	m16	SALIERI	A man who deserved a Requiem Mass and never got one.
L31055	u255	m16	MOZART	What dead? Who is dead?
L31054	u260	m16	SALIERI	A Mass for the dead.
L31053	u255	m16	MOZART	What work?
L31052	u260	m16	SALIERI	I have come to commission work from you.
L30929	u255	m16	MOZART	Oh no! One hears such sounds and what can one say, but - Salieri!
L30928	u260	m16	SALIERI	You flatter me.
L30927	u255	m16	MOZART	I never knew that music like that was possible.
L30926	u260	m16	SALIERI	Yes?
L30925	u255	m16	MOZART	How could it not, Excellency?
L30924	u260	m16	SALIERI	Did my work please you?
L30923	u255	m16	MOZART	How could I not?
L30922	u260	m16	SALIERI	Mozart. It was good of you to come.
L30915	u255	m16	MOZART	Grazie, a lei, Signor Antonio!
L30914	u260	m16	SALIERI	Grazie, mio caro, Wolfgang!
L30913	u255	m16	MOZART	Oh no, the honour would be all mine.
L30912	u260	m16	SALIERI	I wouldn't presume. All the same, if it wouldn't be imposing, I would like you to see my new piece. It would be a tremendous honour for me.
L30911	u255	m16	MOZART	I know, I know. Perhaps you should give me some lessons in that.
L30910	u260	m16	SALIERI	I think you overestimate our dear Viennese, my friend. Do you know you didn't even give them a good bang at the end of songs so they knew when to clap?
L30909	u255	m16	MOZART	It's the best opera yet written. I know it! Why didn't they come?
L30908	u260	m16	SALIERI	I think it's marvelous. Truly.
L30907	u255	m16	MOZART	What did you think of it yourself? Did you like it at all?
L30906	u260	m16	SALIERI	Well, I can speak for the Emperor. You made too many demands on the royal ear. The poor man can't concentrate for more than an hour and you gave him four.
L30905	u255	m16	MOZART	But what is it they don't like?
L30904	u260	m16	SALIERI	I know; it's outrageous. Still, if the public doesn't like one's work one has to accept the fact gracefully.
L30903	u255	m16	MOZART	Nine performances! Nine! That's all it's had - and withdrawn.
L30880	u255	m16	MOZART	Thank you! Oh, thank you.
L30879	u260	m16	SALIERI	With all my heart, Mozart.
L30878	u255	m16	MOZART	Oh, Excellency, would you?
L30877	u260	m16	SALIERI	But there are those who have power over him. I think I'll take this up with the Emperor.
L30876	u255	m16	MOZART	It's not fair that a man like that has power over our work.
L30875	u260	m16	SALIERI	How fortunate.
L30874	u255	m16	MOZART	Oh no! My wife took it out in time.
L30873	u260	m16	SALIERI	You burned the score?
L30872	u255	m16	MOZART	Oh, I could kill him! I mean really kill him. I actually threw the entire opera on the fire, he made me so angry!
L30871	u260	m16	SALIERI	Why bother with Orsini-Rosenberg? He's obviously no friend of yours.
L30870	u255	m16	MOZART	I don't know. They say I've got to re-write the opera, but it's perfect as it is. I can't rewrite what's perfect. Can't you talk to him?
L30869	u260	m16	SALIERI	Really? Why?
L30868	u255	m16	MOZART	It's unbelievable! The Director has actually ripped out a huge section of my music. Pages of it.
L30867	u260	m16	SALIERI	Wolfgang, what is it? Sta calmo, per favore. What's the matter?
L30565	u260	m16	SALIERI	I don't think you should become known in Vienna as a debtor, Mozart. However, I know a very distinguished gentleman I could recommend to you. And he has a daughter. Will that do?
L30564	u255	m16	MOZART	I can't say. Really
L30563	u260	m16	SALIERI	What exactly are you working on?
L30562	u255	m16	MOZART	Two thousand, two hundred florins is all I need A hundred? Fifty?
L30561	u260	m16	SALIERI	Forgive me. We all have patriotic feelings of some kind.
L30560	u255	m16	MOZART	Ah. Italian?
L30559	u260	m16	SALIERI	Cream cheese mixed with granulated sugar and suffused with rum. Crema al Mascarpone.
L30558	u255	m16	MOZART	Actually, it's a big secret. Oh, this is delicious! What is it?
L30557	u260	m16	SALIERI	Come, come, Mozart; I'm interested. Truly.
L30556	u255	m16	MOZART	I'd better not. It's a bit of a secret.
L30555	u260	m16	SALIERI	Ah, how exciting! Tell me more.
L30554	u255	m16	MOZART	Well, could you lend me some money till you have one? Then I'll teach her for free. That's a promise. Oh, I'm sorry. I'm being silly. Papa's right - I should put a padlock on my mouth. Seriously, is there any chance you could manage a loan? Only for six months, eight at most. After that I'll be the richest man in Vienna. I'll pay you back double. Anything. Name your terms. I'm not joking. I'm working on something that's going to explode like a bomb all over Europe!
L30553	u260	m16	SALIERI	I'm afraid not.
L30552	u255	m16	MOZART	Do you have a daughter?
L30551	u260	m16	SALIERI	Of course not.
L30550	u255	m16	MOZART	They're stupendously successful. You can't get a seat. The only problem is none will hire me. They all want to hear me play, but they won't let me teach their daughters. As if I was some kind of fiend. I'm not a fiend!
L30549	u260	m16	SALIERI	How is that possible? You give concerts, don't you? I hear they are quite successful.
L30548	u255	m16	MOZART	How can anyone say that? We have no cook, no maid. We have no footman. Nothing at all!
L30547	u260	m16	SALIERI	It has been said, my friend, that you are inclined to live somewhat above your means.
L30546	u255	m16	MOZART	No, but I'm broke. I'm always broke. I don't know why.
L30545	u260	m16	SALIERI	You don't mean to tell me you are living in poverty?
L30544	u255	m16	MOZART	Look, I must have pupils. Without pupils I can't manage.
L30543	u260	m16	SALIERI	An implausible idea. Between you and me, no one in the world could do musical harm to the Princess Elizabeth.
L30542	u255	m16	MOZART	But I can't lose this post, I simply can't! Excellency, please. Let's go to the palace, and you can explain to the Emperor that Herr Sommer is an awful choice. He could actually do musical harm to the Princess!
L30541	u260	m16	SALIERI	No, no, no: he has yet to achieve mediocrity.
L30540	u255	m16	MOZART	Sommer? Herr Sommer? But the man's a fool! He's a total mediocrity.
L30539	u260	m16	SALIERI	Herr Sommer.
L30538	u255	m16	MOZART	Whom did they choose?
L30537	u260	m16	SALIERI	My dear Mozart, there is no one in the world I would rather help, but now it is too late.
L30536	u255	m16	MOZART	Filled? That's impossible! They haven't even seen my work. I need this post. Please, can't you help me? Please!
L30535	u260	m16	SALIERI	I have just come from the palace. The post has been filled.
L30534	u255	m16	MOZART	Why? Here is the music. It's here. I am submitting it humbly. Isn't that what you wanted?
L30533	u260	m16	SALIERI	Why didn't you come to me yesterday, Mozart? This is a most painful situation. Yesterday I could have helped you. Today, I can't.
L30532	u255	m16	MOZART	So you see, this post is very important to me right now.
L30531	u260	m16	SALIERI	I'm flattered. And congratulations to you, of course.
L30530	u255	m16	MOZART	She is well. She is - well, actually, I'm about to become a father! She only told me last night. You are the first to know.
L30529	u260	m16	SALIERI	So you are. How is your pretty wife?
L30528	u255	m16	MOZART	Your Excellency, you requested some specimens of my work. Here they are. I don't have to tell you how much I need your help. I truly appreciate your looking at these. I have pressures on me - financial pressures. As you know, I'm a married man now.
L30527	u260	m16	SALIERI	Herr Mozart, what brings you here?
L30329	u255	m16	MOZART	It really is the best music one can hear in Vienna today. Don't you agree?
L30328	u260	m16	SALIERI	How could I not?
L30327	u255	m16	MOZART	Did you like it, then?
L30326	u260	m16	SALIERI	Dear Mozart, my sincere congratulations.
L30283	u255	m16	MOZART	But this is absurd!
L30282	u260	m16	SALIERI	Yes! yes! er, on  the whole, yes, Majesty.
L30206	u260	m16	SALIERI	Ah, love! Well of course in Italy we know nothing about that.
L30205	u255	m16	MOZART	Love, Sire!
L30175	u255	m16	MOZART	A funny little tune, but it yielded some good things.
L30174	u260	m16	SALIERI	Ah!
L30173	u255	m16	MOZART	Mio caro Adone.
L30172	u260	m16	SALIERI	Really?
L30171	u255	m16	MOZART	I know your work well, Signore. Do you know I actually composed some variations on a melody of yours?
L30895	u255	m16	MOZART	Oh yes, certainly. Certainly, Herr Director!
L30894	u258	m16	ORSINI-ROSENBERG	Can we see the scene with the music back, please?
L30864	u258	m16	ORSINI-ROSENBERG	Taking out what you should never have put in.
L30863	u255	m16	MOZART	What are you doing, Herr Director?
L30860	u258	m16	ORSINI-ROSENBERG	It is dangerous for you to interpret His Majesty's edicts. Give me your score, please.
L30859	u255	m16	MOZART	But surely the Emperor didn't mean to prohibit dancing when it's part of the story.
L30858	u258	m16	ORSINI-ROSENBERG	Exactly. A dance.
L30857	u255	m16	MOZART	Yes, but this is not a ballet. This is a dance at Figaro's wedding.
L30856	u258	m16	ORSINI-ROSENBERG	Did you not know that His Majesty has expressly forbidden ballet in his operas?
L30854	u255	m16	MOZART	Certainly, Herr Director.
L30853	u258	m16	ORSINI-ROSENBERG	Mozart! Herr Mozart, may I have a word with you please. Right away.
L30837	u255	m16	MOZART	Just let me tell you how it begins.
L30836	u258	m16	ORSINI-ROSENBERG	That will do, Herr Mozart!
L30811	u255	m16	MOZART	But, Your Majesty -
L30810	u258	m16	ORSINI-ROSENBERG	What you think, Mozart, is scarcely the point. It is what His Majesty thinks that counts.
L30199	u255	m16	MOZART	Well not especially. It can be in Turkish, if you really want. I don't care.
L30198	u258	m16	ORSINI-ROSENBERG	Then why especially does it have to be in German?
L30197	u255	m16	MOZART	Exactly.
L30196	u258	m16	ORSINI-ROSENBERG	You mean in Turkey?
L30190	u258	m16	ORSINI-ROSENBERG	I think you'd better.
L30189	u255	m16	MOZART	I - I don't think you have, Herr Director. Not yet. I mean, it's quite n - Of course, I'll show it to you immediately.
L30188	u258	m16	ORSINI-ROSENBERG	Oh? Have I seen it?
L30839	u255	m16	MOZART	May I just do that, Majesty? Show you how it begins? Just that?
L30838	u267	m16	VON STRACK	Herr Mozart -
L30397	u255	m16	MOZART	Must I? Well, I won't! I tell you straight: I will not!
L30396	u267	m16	VON STRACK	Look, young man, the issue is simple. If you want this post, you must submit your stuff in the same way as all your colleagues.
L30395	u255	m16	MOZART	Show them one interesting modulation and they faint. Ohime! Morbidezza! Morbidezza! Italians are musical idiots and you want them to judge my music!
L30394	u267	m16	VON STRACK	Mozart -
L30393	u255	m16	MOZART	They hate my music. It terrifies them. The only sound Italians understand is banality. Tonic and dominant, tonic and dominant, from here to Resurrection!  Ba-ba! Ba-ba! Ba-ba! Ba-ba! Anything else is morbid.
L30392	u267	m16	VON STRACK	Mozart -
L30391	u255	m16	MOZART	Naturally, the Italians! Of course! Always the Italians!
L30390	u267	m16	VON STRACK	Kapellmeister Bonno, Count Orsini- Rosenberg and Court Composer Salieri.
L30389	u255	m16	MOZART	Who is on this committee?
L30388	u267	m16	VON STRACK	A little modesty would suit you better.
L30387	u255	m16	MOZART	No, but I'm the best.
L30386	u267	m16	VON STRACK	Mozart, you are not the only composer in Vienna.
L30385	u255	m16	MOZART	Then why doesn't he simply appoint me to the post?
L30384	u267	m16	VON STRACK	On the contrary.
L30383	u255	m16	MOZART	Is the Emperor angry with me?
L30382	u267	m16	VON STRACK	Because His Majesty wishes it.
L30381	u255	m16	MOZART	Why do I have to submit samples of my work to some stupid committee? Just to teach a sixteen-year-old girl.
L30380	u267	m16	VON STRACK	What is what?
L30379	u255	m16	MOZART	What is this, Herr Chamberlain?
L30826	u268	m16	VON SWIETEN	Because they do. They go on forever - at least what they represent. The eternal in us, not the ephemeral. Opera is here to ennoble us. You and me, just as much as His Majesty.
L30825	u255	m16	MOZART	Elevated? What does that mean? Elevated! The only thing a man should elevate is - oh, excuse me. I'm sorry. I'm stupid. But I am fed up to the teeth with elevated things! Old dead legends! How can we go on forever writing about gods and legends?
L30824	u268	m16	VON SWIETEN	Mozart, music is not the issue here. No one doubts your talent. It is your judgment of literature that's in question. Even with the politics taken out, this thing would still remain a vulgar farce. Why waste your spirit on such rubbish?  Surely you can choose more elevated themes?
L30823	u255	m16	MOZART	Sire, only opera can do this. In a play, if more than one person speaks at the same time, it's just noise. No one can understand a word. But with music, with music you can have twenty individuals all talking at once, and it's not noise - it's a perfect harmony. Isn't that marvelous?
L30822	u268	m16	VON SWIETEN	Mozart -
L30764	u255	m16	MOZART	Baron!
L30763	u268	m16	VON SWIETEN	Well done, Mozart. Really quite fine.
L30201	u255	m16	MOZART	Why not? It's charming. I mean, I don't actually show concubines exposing their! their! It's not indecent!  It's highly moral, Majesty. It's full of proper German virtues. I swear it. Absolutely!
L30200	u268	m16	VON SWIETEN	My dear fellow, the language is not finally the point. Do you really think that subject is quite appropriate for a national theatre?
L30185	u255	m16	MOZART	Oh, German! German! Please let it be German.
L30184	u268	m16	VON SWIETEN	I don't think it was really decided, Director.
L31341	u257	m16	OLD SALIERI	Don't pity me. Pity yourself. You serve a wicked God. He killed Mozart, not I. Took him, snatched him away, without pity. He destroyed His beloved rather than let a mediocrity like me get the smallest share in his glory. He doesn't care. Understand that. God cares nothing for the man He denies and nothing either for the man He uses. He broke Mozart in half when He'd finished with him, and threw him away. Like an old, worn out flute.
L31340	u266	m16	VOGLER	Oh my son, my poor son!
L31339	u257	m16	OLD SALIERI	No, Father. From now on no one will be able to speak of Mozart without thinking of me. Whenever they say Mozart with love, they'll have to say Salieri with loathing. And that's my immortality - at last! Our names will  be tied together for eternity - his in fame and mine in infamy. At least it's better than the total oblivion he'd planned for me, your merciful God!
L31338	u266	m16	VOGLER	My son, why should you want all Vienna to believe you a murderer? Is that your penance? Is it?
L31337	u257	m16	OLD SALIERI	What difference does that make?
L31336	u266	m16	VOGLER	But not his body.
L31335	u257	m16	OLD SALIERI	I poisoned his life.
L31334	u266	m16	VOGLER	No, you didn't!
L31333	u257	m16	OLD SALIERI	I did.
L31332	u266	m16	VOGLER	Why? Why? Why? Why add to your misery by confessing to murder? You didn't kill him.
L31076	u257	m16	OLD SALIERI	The only thing that worried me was the actual killing. How does one do that? How does one kill a man? It's one thing to dream about it. It's very different when you have to do it, with your own hands.
L31075	u266	m16	VOGLER	Yes.
L31074	u257	m16	OLD SALIERI	His funeral - imagine it! The Cathedral, all Vienna sitting there. His coffin, Mozart's little coffin in the middle. And suddenly in that silence, music. A divine music bursts out over them all, a great Mass of Death: Requiem Mass for Wolfgang Mozart, composed by his devoted friend Antonio Salieri. What sublimity! What depth! What passion in the music! Salieri has been touched by God at last. And God, forced to listen. Powerless - powerless to stop it. I at the end, for once, laughing at Him. Do you understand? Do you?
L31073	u266	m16	VOGLER	What?
L30474	u257	m16	OLD SALIERI	Oh yes, yes, yes, yes, yes! Always the same stale answers!  There is no God of Mercy, Father. Just a God of torture.
L30473	u266	m16	VOGLER	I do not claim to unravel the mysteries. I treasure them. As you should.
L30472	u257	m16	OLD SALIERI	Oh? I thought you did so every day. So speak now. Answer me!
L30471	u266	m16	VOGLER	My son, no one can speak for God.
L30470	u257	m16	OLD SALIERI	All I ever wanted was to sing to Him. That's His doing, isn't it? He gave me that longing - then made me mute. Why? Tell me that. If He didn't want me to serve Him with music, why implant the desire, like a lust in my body, then deny me the talent? Go on, tell me! Speak for Him!
L30469	u266	m16	VOGLER	God's ways are not yours. And you are not here to question Him. Offer him the salt of penitence. He will give you back the bread of eternal life. He is all merciful. That is all you need to know.
L30468	u257	m16	OLD SALIERI	No? Was Mozart a good man?
L30467	u266	m16	VOGLER	You cannot say that!
L30466	u257	m16	OLD SALIERI	Yes, Father. Yes! So much for my vow of chastity. What did it matter? Good, patient, hard-working, chaste - what did it matter? Had goodness made me a good composer? I realized it absolutely then - that moment: goodness is nothing in the furnace of art. And I was nothing to God.
L30342	u257	m16	OLD SALIERI	Every day. Sometimes for hours I would pray!
L30341	u266	m16	VOGLER	Did you try?
L30340	u257	m16	OLD SALIERI	It was incomprehensible. What was God up to? Here I was denying all my natural lust in order to deserve God's gift and there was Mozart indulging his in all directions - even though engaged to be married! - and no rebuke at all! Was it possible I was being tested? Was God expecting me to offer forgiveness in the face of every offense, no matter how painful? That was very possible. All the same, why him? Why use Mozart to teach me lessons in humility? My heart was filling up with such hatred for that little man. For the first time in my life I began to know really violent thoughts. I couldn't stop them.
L30029	u257	m16	OLD SALIERI	He was murdered, Father! Mozart! Cruelly murdered.
L30028	u266	m16	VOGLER	Do you hear me?
L30026	u266	m16	VOGLER	Should I?
L30025	u257	m16	OLD SALIERI	Do you believe it?
L30024	u266	m16	VOGLER	Is it true?
L30023	u257	m16	OLD SALIERI	And do they believe it?
L30022	u266	m16	VOGLER	All Vienna has heard that.
L30021	u257	m16	OLD SALIERI	Ah - you've heard that?
L30020	u266	m16	VOGLER	Of course. The man you accuse yourself of killing.
L30019	u257	m16	OLD SALIERI	I didn't. That was Mozart. Wolfgang Amadeus Mozart. You know who that is?
L30018	u266	m16	VOGLER	Oh, I know that! That's charming!  I didn't know you wrote that.
L30017	u257	m16	OLD SALIERI	Can you recall no melody of mine? I was the most famous composer in Europe when you were still a boy. I wrote forty operas alone. What about this little thing?
L30016	u266	m16	VOGLER	I regret it is not too familiar.
L30015	u257	m16	OLD SALIERI	Well?
L30013	u257	m16	OLD SALIERI	I'm surprised you don't know. It was a very popular tune in its day. I wrote it. How about this?
L30012	u266	m16	VOGLER	I can't say I do. What is it?
L30011	u257	m16	OLD SALIERI	Then you must know this.
L30010	u266	m16	VOGLER	Here in Vienna.
L30009	u257	m16	OLD SALIERI	Where?
L30008	u266	m16	VOGLER	I know a little. I studied it in my youth.
L30007	u257	m16	OLD SALIERI	How well are you trained in music?
L30006	u266	m16	VOGLER	My son, there is something dreadful on your soul. Unburden it to me. I'm here only for you. Please talk to me.
L30005	u257	m16	OLD SALIERI	I do not seek forgiveness.
L30004	u266	m16	VOGLER	Offer me your confession. I can offer you God's forgiveness.
L30003	u257	m16	OLD SALIERI	Are they?
L30002	u266	m16	VOGLER	That makes no difference. All men are equal in God's eyes.
L30001	u257	m16	OLD SALIERI	Do you know who I am? You never heard of me, did you?
L30000	u266	m16	VOGLER	I cannot leave alone a soul in pain.
L29999	u257	m16	OLD SALIERI	Leave me alone.
L29998	u266	m16	VOGLER	Do you understand that you have sinned? Gravely.
L29997	u257	m16	OLD SALIERI	What do you want?
L29996	u266	m16	VOGLER	In the sight of God that is a sin.
L29995	u257	m16	OLD SALIERI	So?
L29994	u266	m16	VOGLER	You tried to take your life. You do remember that, don't you?
L29993	u257	m16	OLD SALIERI	About what?
L29992	u266	m16	VOGLER	I am Father Vogler. I am a Chaplain here. I thought you might like to talk to someone.
L29991	u257	m16	OLD SALIERI	What do you want?
L30852	u260	m16	SALIERI	Yes, in the third act.
L30851	u258	m16	ORSINI-ROSENBERG	Yes, absolutely. Is there a ballet in Figaro?
L30850	u260	m16	SALIERI	Excuse me - didn't His Majesty specifically forbid ballet in his opera?
L30849	u258	m16	ORSINI-ROSENBERG	Ballet? What ballet?
L30848	u260	m16	SALIERI	About the ballet.
L30847	u258	m16	ORSINI-ROSENBERG	What anger?
L30844	u258	m16	ORSINI-ROSENBERG	The Emperor has given him permission.
L30843	u260	m16	SALIERI	Incredible.
L30842	u258	m16	ORSINI-ROSENBERG	Well, Mozart is already rehearsing.
L30794	u260	m16	SALIERI	Never mind.
L30793	u258	m16	ORSINI-ROSENBERG	Where?
L30792	u260	m16	SALIERI	I've seen the manuscript.
L30791	u258	m16	ORSINI-ROSENBERG	Are you absolutely sure?
L30787	u258	m16	ORSINI-ROSENBERG	You must be mad.
L30786	u260	m16	SALIERI	Yes.
L30785	u258	m16	ORSINI-ROSENBERG	He's setting that play to music?
L30784	u260	m16	SALIERI	Exactly.
L30783	u258	m16	ORSINI-ROSENBERG	You mean that play?
L30780	u258	m16	ORSINI-ROSENBERG	Italian?
L30779	u260	m16	SALIERI	Mozart is writing a new opera. An Italian opera.
L30778	u258	m16	ORSINI-ROSENBERG	Yes?
L30777	u260	m16	SALIERI	I've just learned something that might be of interest to you, Herr Director.
L30799	u267	m16	VON STRACK	Ah.
L30798	u258	m16	ORSINI-ROSENBERG	Well, the play makes a hero out of a valet. He outwits his noble master and exposes him as a lecher. Do you see the implications? This would be, in a grander situation, as if a Chamberlain were to expose an Emperor.
L30797	u267	m16	VON STRACK	Oh yes, yes. And that was?
L30796	u258	m16	ORSINI-ROSENBERG	For the same reason, Herr Chamberlain, that it was banned in France.
L30795	u267	m16	VON STRACK	I know we banned this play, but frankly I can't remember why. Can you refresh my memory, Herr Director?
L30183	u267	m16	VON STRACK	Did we?
L30182	u258	m16	ORSINI-ROSENBERG	Well, actually, Sire, if you remember, we did finally incline to Italian.
L30159	u267	m16	VON STRACK	Well done, Sire!
L30158	u258	m16	ORSINI-ROSENBERG	Bravo, Your Majesty!
L31180	u265	m16	UGLY OLD WOMAN	Oh, I'm tender enough for you, my boy. I'm tender enough for you.
L31179	u259	m16	PAPAGENO	Well, I don't know! I mean you're a delicious, delightful, delectable little bird, but don't you think you might be just a little tough?
L31178	u265	m16	UGLY OLD WOMAN	Of course now. Right away, before I get any older.
L31177	u259	m16	PAPAGENO	What do you mean - now?
L31176	u265	m16	UGLY OLD WOMAN	Well, promise then.
L31175	u259	m16	PAPAGENO	I can't wait.
L31174	u265	m16	UGLY OLD WOMAN	Now you've got to promise me faithfully you'll remain true to me forever. Then you'll see how tenderly your little birdie will love you.
L31173	u259	m16	PAPAGENO	Oh. Well, thank you! How wonderful. Some people get all the luck.
L31172	u265	m16	UGLY OLD WOMAN	I've taken pity on you, my angel. I heard your wish.
L31171	u259	m16	PAPAGENO	What? Who the devil are you?
L31170	u265	m16	UGLY OLD WOMAN	Here I am, my angel.
L31050	u260	m16	SALIERI	Indeed. Just a moment - as a matter of fact I think I do know someone who could commission a work from him. A very appropriate person to do so. Yes.
L31049	u268	m16	VON SWIETEN	How sad. It's tragic, isn't it? Such a talent.
L31048	u260	m16	SALIERI	No, Baron, no. I'm afraid Mozart is a lost cause. He has managed to alienate practically the whole of Vienna. He is constantly drunk. He never pays his debts. I can't think of one person to whom I dare recommend him.
L31047	u268	m16	VON SWIETEN	Can't you think of anyone who might commission some work from him? I've done my best. I got him to arrange some Bach for my Sunday concerts. He got a fee - what I could afford. Can't you think of anyone who might do something for him?
L31046	u260	m16	SALIERI	I agree, Baron.
L31045	u268	m16	VON SWIETEN	This is embarrassing, you know. You introduced Mozart to some of my friends and he's begging from practically all of them. It has to stop.
L30526	u260	m16	SALIERI	Come with me. And stay in the room.
L30525	u264	m16	SERVANT	He didn't say, sir. I told him I didn't know when you would be back, but he insisted on waiting.
L30524	u260	m16	SALIERI	What does he want?
L30478	u260	m16	SALIERI	Show her in. Then go to bed.
L30477	u264	m16	SERVANT	That lady is back, sir.
L30417	u260	m16	SALIERI	Excuse me, my dear.
L30416	u264	m16	SERVANT	She didn't say. But she says it's urgent.
L30415	u260	m16	SALIERI	Who is she?
L30414	u264	m16	SERVANT	Excuse me, sir, there is a lady who insists on talking to you.
