lineId	chId	mId	chName	dialogue
L146043	u4646	m308	LETTY	But you're checking it out.
L146042	u4646	m308	LETTY	Anything interesting.
L146041	u4647	m308	MICHAEL	What are you looking to read?
L146019	u4646	m308	LETTY	I'm not the one who's masquerading as a doctor. I'm not the one who's, who's...
L146018	u4647	m308	MICHAEL	Stop acting like you're someone special. You're just like the rest of us.
L146017	u4646	m308	LETTY	You have no right, no right to take the worst thing that's ever happened to me and make it into some kind of game.
L146016	u4647	m308	MICHAEL	Don't take it personally.
L146015	u4646	m308	LETTY	Who do you think you are?
L146014	u4647	m308	MICHAEL	It's no big deal.   We all compare.
L146013	u4646	m308	LETTY	You took bets on my diagnosis?
L146012	u4647	m308	MICHAEL	"Hey there. They're showing ""Groundhog Day"" if you..."
L145937	u4647	m308	MICHAEL	That must be really difficult.
L145936	u4646	m308	LETTY	A while, I guess.
L145935	u4646	m308	LETTY	Is this really important? Because I don't think it's a problem.
L145934	u4647	m308	MICHAEL	What if it's got a pattern?
L145933	u4646	m308	LETTY	By color.
L145932	u4647	m308	MICHAEL	How do you sort it--by lace and cotton?
L145931	u4646	m308	LETTY	Sometimes my food, and my clothes, and my underwear.
L145930	u4647	m308	MICHAEL	Yes?   Go right ahead.
L145928	u4647	m308	MICHAEL	What about patterns? Do you find yourself checking and re-checking locks? Or washing your hands over and over again?
L145927	u4646	m308	LETTY	No.
L145926	u4647	m308	MICHAEL	Let me shift gears here a minute...  Do you ever hear voices that other people don't hear or see things they don't?
L145925	u4647	m308	MICHAEL	Terrific.
L145924	u4646	m308	LETTY	Chair, cup and ball.
L145923	u4647	m308	MICHAEL	It's OK. It's not a pass-fail kind of thing.
L145922	u4646	m308	LETTY	No, 79. Sorry, this makes me nervous.
L145918	u4647	m308	MICHAEL	I know this can be a real drag, but the attending physician on day shift is required to do his own prelim exam when a patient is admitted during the night.
L145917	u4646	m308	LETTY	I answered these questions last night.
L145916	u4647	m308	MICHAEL	First off, Letty, can you tell me where you are?
L145915	u4646	m308	LETTY	Letty.
L145914	u4647	m308	MICHAEL	Do you mind if I call you Letitia?
L146602	u4646	m308	LETTY	Sure, I understand.
L146601	u4651	m308	PAUL	I've got a deposition that I really need to get cracking on, so if you don't mind...
L146600	u4646	m308	LETTY	I'm really sorry.
L146599	u4651	m308	PAUL	I think I've heard this speech before.
L146598	u4646	m308	LETTY	Our relationship meant a lot to me, too, Paul. But it's over.  And Michael being in the hospital doesn't really change things.
L146597	u4646	m308	LETTY	Michael.   Yes.
L146596	u4651	m308	PAUL	I heard your friend was back in the hospital.
L146595	u4646	m308	LETTY	What?
L146594	u4651	m308	PAUL	I heard about your friend.
L146593	u4646	m308	LETTY	Getting back.
L146592	u4646	m308	LETTY	I start on Monday.
L146591	u4651	m308	PAUL	How's work going?    Are you back at school?
L146590	u4646	m308	LETTY	Oh.
L146589	u4651	m308	PAUL	Oh, none. None. I completely understand what was going on.
L146588	u4646	m308	LETTY	I'm just glad there aren't any hard feelings.
L146587	u4651	m308	PAUL	I'm glad you agreed to see me.
L146342	u4651	m308	PAUL	No way. You keep the ring.     You'll come to your senses.
L146341	u4646	m308	LETTY	Here's the ring.
L146340	u4651	m308	PAUL	You're going to throw away our life together for some shared experience with a looney-tune that you misguidedly think is love?
L146339	u4646	m308	LETTY	I love him.
L146338	u4651	m308	PAUL	Of all the crazy things. I understood when you dropped out of law school. And during this whole mess, I've tried to be supportive. But, really, Letty, what can you be thinking?
L146337	u4646	m308	LETTY	He's a patient here.
L146336	u4651	m308	PAUL	It's a doctor, isn't it? That's unethical. I'll have him rung up on malpractice charges so fast his head will spin.
L146335	u4646	m308	LETTY	No.
L146334	u4651	m308	PAUL	Have you been seeing another teacher?
L146333	u4646	m308	LETTY	It doesn't matter who.
L146332	u4651	m308	PAUL	Who?
L146331	u4646	m308	LETTY	I've met someone else.
L146330	u4651	m308	PAUL	Whoa. Whoa. Have really loved me? Letty, it's natural to be nervous. But we're going to work through our problems.
L146329	u4646	m308	LETTY	I don't mean to hurt you.    I know this is a terrible thing.    And I have really loved you.
L146328	u4651	m308	PAUL	You what?
L146327	u4651	m308	PAUL	That's a load off my mind.
L146326	u4646	m308	LETTY	No...
L146325	u4651	m308	PAUL	You can tell me anything.  Do you want to postpone the wedding? Is it too much pressure?
L146324	u4646	m308	LETTY	I need to tell you something, and I'm not sure how.
L146323	u4651	m308	PAUL	What's so urgent?   You've got me worried.
L146081	u4646	m308	LETTY	Of course. Yes. I will.     I do.
L146080	u4651	m308	PAUL	So will you?
L146079	u4646	m308	LETTY	No, no.
L146078	u4651	m308	PAUL	Sure. We'll save the formal announcement for when you're out. I already told your mother. I hope you don't mind.
L146077	u4651	m308	PAUL	So, what do you say, Let?
L146076	u4646	m308	LETTY	No, you've done a perfect job.
L146075	u4646	m308	LETTY	It's, it's really nice, Paul.
L146074	u4651	m308	PAUL	I hope you like it. It's a Marquis cut, 1.5 carats. They had one with emeralds around it, but this was simpler, more classic in its lines.  Letty?
L146073	u4646	m308	LETTY	Or be up past ten or fraternize with other patients.
L146072	u4651	m308	PAUL	I had to smuggle it in here. I guess you're not really supposed to have jewelry.
L146070	u4651	m308	PAUL	I just wish we'd done it sooner.
L146069	u4646	m308	LETTY	You don't have to say anything else. I've known for a while that this was coming.
L146068	u4651	m308	PAUL	Exactly. It's time to make decisions.
L146067	u4646	m308	LETTY	I know. We can't just keep going through the motions.
L146066	u4651	m308	PAUL	I talked to Ruth a little bit, and I think it's about time...
L146065	u4651	m308	PAUL	So, I've been thinking a lot...
L146064	u4646	m308	LETTY	Especially now.
L146063	u4651	m308	PAUL	Especially this last year.
L146062	u4646	m308	LETTY	No.
L146061	u4651	m308	PAUL	This has been really difficult, this whole thing. 
L146060	u4646	m308	LETTY	Yes, I suppose so.
L146059	u4651	m308	PAUL	I think we need to talk about some things.
L146058	u4646	m308	LETTY	Of course not, no.  Is that why you're here?
L146057	u4646	m308	LETTY	Something you did?
L146056	u4651	m308	PAUL	I hope it wasn't something I did.
L146055	u4646	m308	LETTY	That's a big question.
L146054	u4651	m308	PAUL	Are you all right?
L146053	u4646	m308	LETTY	Yeah, I guess it's all right.
L146052	u4651	m308	PAUL	It's prettier here than I thought it would be.
L145894	u4651	m308	PAUL	I think you're overreacting.
L145893	u4646	m308	LETTY	I'm going to the store.
L145892	u4651	m308	PAUL	Sure. Why?
L145891	u4646	m308	LETTY	Can you loan me a 20?
L145890	u4651	m308	PAUL	What are you doing?
L145872	u4651	m308	PAUL	Yes.
L145871	u4646	m308	LETTY	You know what I think we need? Martinis. How about martinis to celebrate?
L145811	u4651	m308	PAUL	You just need to get more organized. L
L145810	u4646	m308	LETTY	Yeah.
L145809	u4651	m308	PAUL	Of course it will. Remember the big talent show you planned last year? And what about the Christmas benefit when Santa canceled at the last minute? But you still pulled it off.
L145808	u4646	m308	LETTY	I don't think so.
L145807	u4651	m308	PAUL	Come on, Letty.   It'll get done.
L145806	u4646	m308	LETTY	No, I can't. I've already convinced both Mom and Dad to come.
L145805	u4651	m308	PAUL	You can get out of the dinner.
L145804	u4646	m308	LETTY	It's just I've got those parent conferences, and I'm supposed to set up the math program by next week. And shopping for Ruth's dress and that, that engagement dinner.
L145803	u4646	m308	LETTY	No, it's not like that.
L145802	u4651	m308	PAUL	Maybe you ought to see a doctor.
L145801	u4646	m308	LETTY	I'm sorry.  I'm just...I'm so tired lately.
L145800	u4651	m308	PAUL	Forget I asked.
L145799	u4646	m308	LETTY	Paul, I just can't go. Is that OK with you or am I committing some horrible crime?
L145798	u4651	m308	PAUL	But what about that math project?
L145797	u4651	m308	PAUL	Won't it be hard for them to get a substitute this late?
L145796	u4646	m308	LETTY	I don't feel like going to work today.
L145795	u4651	m308	PAUL	You don't have a fever.
L145794	u4646	m308	LETTY	I'm calling in sick.
L145793	u4651	m308	PAUL	What are you doing?    You're going to be late.
L145756	u4646	m308	LETTY	Sure. Of course.
L145755	u4651	m308	PAUL	But I thought if you don't mind, you could listen and see how I come across?
L145754	u4646	m308	LETTY	Oh, ok.   Maybe.
L145753	u4651	m308	PAUL	Actually, I need to review the deposition questions tonight. Maybe tomorrow?
L145752	u4646	m308	LETTY	I mean tonight.
L145751	u4651	m308	PAUL	I was thinking dinner on Friday with James and Meg at the Saint Mark.
L145750	u4651	m308	PAUL	Huntley told me today that if I come through on the Benton deposition, they may consider me for senior associate.
L145749	u4646	m308	LETTY	Yeah?
L145748	u4651	m308	PAUL	Good going. I knew you could do it.
L145747	u4646	m308	LETTY	My math program. The Superintendent said he'd fund it.
L145746	u4651	m308	PAUL	The receptionist said you called earlier about something.
L145745	u4646	m308	LETTY	Believe me, I know your feelings on the matter.
L145744	u4651	m308	PAUL	I really think if you're going to spend your life with someone you want to know them pretty damn well.
L145743	u4646	m308	LETTY	In there's better.  It's kind of romantic, don't you think?
L145742	u4651	m308	PAUL	Can I put these here for tonight?
L145741	u4651	m308	PAUL	She's only known the guy a few months.
L145740	u4646	m308	LETTY	It's not another one. It's my sister.  Aren't you happy for her?
L145739	u4651	m308	PAUL	So, another one bites the dust.
L146452	u4652	m308	PRINCIPAL GAIL	Or, of course, you could take a sabbatical the rest of the year.
L146451	u4646	m308	LETTY	Office work?
L146450	u4652	m308	PRINCIPAL GAIL	I need someone to work on budget projections.
L146449	u4646	m308	LETTY	What does that mean?
L146448	u4652	m308	PRINCIPAL GAIL	It's a very nice letter. But I have to go with what's best for the students.
L146446	u4646	m308	LETTY	I've already thought about how to tell the kids where I was.
L146445	u4652	m308	PRINCIPAL GAIL	I'm glad you're doing well.
L146444	u4646	m308	LETTY	Believe me, I wish I'd understood what was going on. I've worked really hard to get better.
L146443	u4652	m308	PRINCIPAL GAIL	I know, Letty. But the incident with Zach was frightening for the children.  Now if you'd come to me, explained what was going on...
L146442	u4646	m308	LETTY	Look, Gail, I've been a good teacher.
L146441	u4652	m308	PRINCIPAL GAIL	So, in light of how the parents feel, and the fact the students are doing so well with the substitute, I don't think I can put you back in the classroom just yet.
L146440	u4646	m308	LETTY	Well, I understand.     I know my behavior was poor.
L145701	u4646	m308	LETTY	I do apologize.    A student had a crisis.
L145700	u4652	m308	PRINCIPAL GAIL	The Superintendent was just getting ready to leave.
L146266	u4648	m308	MRS. HALLSTROM	That's so sweet, Michael. But, really, I've so many things to do.
L146265	u4647	m308	MICHAEL	Mrs. Hallstrom, why don't you join my family for dinner. You'll love my Grandma Rosa.
L146182	u4648	m308	MRS. HALLSTROM	Simulated sapphires. I bet my daughter would love those, too.
L146181	u4647	m308	MICHAEL	I like those sapphire earrings myself.
L146180	u4648	m308	MRS. HALLSTROM	Shhh. They're coming to the cubic zirconium.
L146179	u4647	m308	MICHAEL	How's it look?
L145967	u4647	m308	MICHAEL	I'll float you.
L145966	u4648	m308	MRS. HALLSTROM	All tapped out.
L463269	u7230	m488	SCHOOL-MARM	... okay... you made your point.
L463268	u7237	m488	KITTLE	Hasn't he got enough problems, or didn't you notice that's not cream soda on his breath?
L463267	u7237	m488	KITTLE	Maybe I'm not making myself clear. You're probably the first girl Billy-Boy's ever fallen in love with, and I know for sure you're the first he's slept with.  So, how's he gonna feel...  ... when he finds out that the only first he is for you is the first guy who didn't have to pull out at the last second to get his close-up?
L463266	u7230	m488	SCHOOL-MARM	What... what makes you think you can order me around?!
L463265	u7237	m488	KITTLE	You're not gonna see him again.
L463264	u7230	m488	SCHOOL-MARM	Let me tell him.  Let him decide.
L463262	u7230	m488	SCHOOL-MARM	But... I love him.  I do...
L463261	u7237	m488	KITTLE	What were you gonna say?  Exactly how did you think he was gonna make the leap from dating a sweet, innocent school teacher to an ass-fucking porn star?
L463260	u7230	m488	SCHOOL-MARM	I was going to tell him.
L463259	u7237	m488	KITTLE	I'm looking at this poster, and I'm thinkin', I don't remember seeing films like this when I was in school.
L463258	u7230	m488	SCHOOL-MARM	I... I can explain...
L463401	u7231	m488	ADAM	Fair enough.
L463400	u7237	m488	KITTLE	We'll take the CalTrust heist, but if it's no good, we will hunt you down, and Billy-Boy will pull out your spine and he will beat you to death with it.
L463398	u7237	m488	KITTLE	Read my lips: Zimmermann or nothing.
L463397	u7231	m488	ADAM	Come on, don't you screw with her, please!  You... you got to want this: armored car job.  CalTrust Bank. They took two million in cash...
L463396	u7237	m488	KITTLE	Careful she doesn't hit her head on the way.
L463395	u7231	m488	ADAM	Alright, wait... there's a dentist in Brentwood peddling morphine...
L463394	u7237	m488	KITTLE	Who cares?
L463393	u7231	m488	ADAM	Hey, listen... I'll give you something else, Kittle.  Anything. Remember... remember that corpse washed up on Huntington Beach?  It was never identified...
L463392	u7237	m488	KITTLE	Take her down to the car, and for Christ's sake be careful this time.  Last suspect he took in, butter-fingers dropped her down the stairs.  What a mess.  Why is it we don't appreciate our arms and legs till we've lost the use of them?
L463390	u7237	m488	KITTLE	Cuff'em.  Let's see what these two love birds say once they're sitting in separate cages.
L463389	u7231	m488	ADAM	Have I ever steered you wrong?
L463386	u7237	m488	KITTLE	Am I supposed to take this information and sit up in the hills with a frickin' telescope?
L463385	u7231	m488	ADAM	Now you know what to watch for...
L463384	u7237	m488	KITTLE	A Lincoln?  What Lincoln?  Lincoln Continental?  Lincoln Mark Five... Six... ?
L463383	u7231	m488	ADAM	What and?  That's what I got.
L463382	u7237	m488	KITTLE	And... ?
L463381	u7231	m488	ADAM	Okay, man, okay.  I'm with you.  I... I heard how the shit's arriving...  It's coming in a Lincoln.
L463380	u7237	m488	KITTLE	You get nothing and like it.  And if we're not blissfully happy with what you tell us, we arrest you just for the fun of it.
L463378	u7237	m488	KITTLE	Well... what can I do?  You've created a dilemma...  And, look at the that. Time's running out.  I wonder... how can I impress upon you just exactly how frustrating this situation is for me?
L463377	u7231	m488	ADAM	I'll tell you what... I think it's all you've got.
L463376	u7237	m488	KITTLE	You think it's that good?
L463375	u7231	m488	ADAM	I figure, for this information, the usual payment... times ten.
L463374	u7237	m488	KITTLE	How much?
L463373	u7231	m488	ADAM	A little birdie whispered in my ear today... about the needle-candy you're chasing.  It's up here...  ... in the old curiosity shop.
L463372	u7237	m488	KITTLE	Put up your kickstand, freak.  Start talking, or we're out the door.
L463371	u7231	m488	ADAM	What Eve and I wouldn't give to meet up with you on the business end of a daisy chain.
L463370	u7231	m488	ADAM	Every person's got their own kinks, beef-cake.  What's wrong, Kittle?  You don't swing?
L463369	u7237	m488	KITTLE	Incestuous.
L463368	u7231	m488	ADAM	Indivisible and inseparable.
L463441	u7232	m488	ARCHIE	Abe Lincoln...
L463440	u7237	m488	KITTLE	What... ?
L463439	u7232	m488	ARCHIE	Three hundred kilos of White Lady hidden inside a giant bust of Abraham Lincoln.  A parade float.
L463436	u7237	m488	KITTLE	You don't.  It's a gamble.  But, not even in Vegas are you gonna get close to this kind of cash.  This is <U>two million</U>, Archie.  It's not three houses, it's twelve.  It's dreams come true.
L463435	u7232	m488	ARCHIE	If I tell you, how do I know you won't just club me and take it back?
L463434	u7237	m488	KITTLE	It's six o'clock.  Time's runaing out.  Decide.
L463354	u7232	m488	ARCHIE	I don't know.  Fuck off!
L463353	u7237	m488	KITTLE	Well, I'm running out of trees, so look me in the eye like a man and tell me you don't know!  Convince me!
L463352	u7232	m488	ARCHIE	I'm telling you, you're barking up the wrong tree.
L463351	u7237	m488	KITTLE	You're Zimmermann's calculator, Archie.  All the blood money you had to move around to make this deal, you got to know something.  Maybe they told you, maybe you overheard things you weren't supposed to hear...
L463349	u7237	m488	KITTLE	Just entering.  We'll get to the breaking in a minute.
L463348	u7232	m488	ARCHIE	This is private property.  This is breaking and entering!
L462899	u7233	m488	BENNY	I don't know, okay?  All I know is Butch Cassidy's back in town.
L462898	u7237	m488	KITTLE	"I need the ""when"" and the ""where."""
L462897	u7233	m488	BENNY	It's bone dry out there.  Everybody's hurting.  The stuff floating around's been cut so many times it's like powdered sugar, but Zimnermann's gonna fix it.
L462896	u7233	m488	BENNY	Alright!  Alright... put me down...
L462895	u7237	m488	KITTLE	Last time Billy-Boy did this, the guy's neck broke...  ... just like that.  Sad in a way. Why is it we don't truly appreciate our arms and legs till we've lost the use of them?
L462893	u7237	m488	KITTLE	This scag is enough to keep every junkie from here to the Mexican border high as a kite for the next two years.  You think we're gonna let Zimmermann haul it onto <U>our</U> streets on the Fourth-of-fucking-July!?
L462892	u7233	m488	BENNY	I don't know what you're talking about, man.  Even if I did, I'm not so crazy I'm gonna cross Zimmermann.
L462891	u7237	m488	KITTLE	Know what he's doing, Benny?  He's trying to jog your memory.
L462890	u7237	m488	KITTLE	Again.
L462889	u7233	m488	BENNY	Hey now... what the fuck... ?
L462884	u7237	m488	KITTLE	Word is, while the vice cops on the East Coast were standing around playing pocket pool, 300 kilos of heroin got smuggled into New York City.  And, right now it's making a cross-country journey to Hollywood, U.S.A.
L462883	u7233	m488	BENNY	Oh, you fuckers!  You fucking fuckers!  What?  What do you want?
L462880	u7237	m488	KITTLE	Really?  Is that a fact... ?
L462879	u7233	m488	BENNY	What do you want?  I'm clean.  I been clean a long time.
L462877	u7237	m488	KITTLE	Where you been hiding, grease-fist? We've been looking for you.
L462876	u7233	m488	BENNY	Kittle...
L463523	u7234	m488	BILLY-BOY	Yeah.  Happy Fourth of July.
L463522	u7237	m488	KITTLE	Happy Independence Day.
L463495	u7237	m488	KITTLE	I'm not taking a cigarette break, jackass, just give me one!
L463494	u7234	m488	BILLY-BOY	You don't smoke.
L463493	u7237	m488	KITTLE	Gimmie a butt.
L463458	u7234	m488	BILLY-BOY	Feeling great.
L463457	u7237	m488	KITTLE	How you doing back there?
L463452	u7237	m488	KITTLE	We're gonna rain on Zimmermann's parade.
L463451	u7234	m488	BILLY-BOY	Where we going?
L463450	u7237	m488	KITTLE	Same day as before.  I think.
L463449	u7234	m488	BILLY-BOY	What day is it?
L463448	u7237	m488	KITTLE	They shot us all, kid.
L463447	u7234	m488	BILLY-BOY	They... they shot me.
L463420	u7234	m488	BILLY-BOY	You've never heard of Napoleon brandy, Mister Smarty-Pants?  How do you think it got its name?
L463419	u7237	m488	KITTLE	What about him?
L463418	u7234	m488	BILLY-BOY	Okay, seriously.  What about Napoleon, huh?
L463417	u7237	m488	KITTLE	Who's been giving you history lessons?  Your bartender?
L463411	u7237	m488	KITTLE	Entertainers don't count.
L463410	u7234	m488	BILLY-BOY	Dean Martin.
L463409	u7237	m488	KITTLE	Name one.
L463408	u7234	m488	BILLY-BOY	I don't know what the problem is. Plenty of great men throughout history got their bravery out of a bottle
L463406	u7234	m488	BILLY-BOY	I don't know.  I could quit now if I wanted, I just don't want to.
L463405	u7237	m488	KITTLE	The booze.
L463404	u7234	m488	BILLY-BOY	What?
L463403	u7237	m488	KITTLE	When you planning to cut back on that?
L463365	u7237	m488	KITTLE	Beats me.  You got a suggestion, feel free to shout it out, genius.
L463364	u7234	m488	BILLY-BOY	What's the plan?
L463341	u7237	m488	KITTLE	Welcome to Beverly Hills. Wife-swapping Capital of the World.
L463340	u7234	m488	BILLY-BOY	That's sick.
L463337	u7237	m488	KITTLE	Clench your teeth so when we land you don't accidentally bite off your tongue.
L463336	u7234	m488	BILLY-BOY	Wh... what... ?!
L463335	u7237	m488	KITTLE	Clench your teeth.
L463334	u7234	m488	BILLY-BOY	Look, Kittle... pull over and let me out.  I'll be fine... okay?  How 'bout that... ?  Oh, Lord almighty, listen to me... I don't want to die!!  Lemme out of this coffin!!
L463325	u7237	m488	KITTLE	Well, they sure know how to hold a grudge.
L463324	u7234	m488	BILLY-BOY	That's them trying to kill us.
L463323	u7237	m488	KITTLE	Yeah.
L463322	u7234	m488	BILLY-BOY	The ones you got in that fist-fight with a couple a weeks ago... ?
L463321	u7237	m488	KITTLE	Yeah.
L463320	u7234	m488	BILLY-BOY	Remember those two uniform cops who been giving us such a hard time... ?
L463300	u7237	m488	KITTLE	Could be worse.  I don't know how, but I'm sure it could.
L463299	u7234	m488	BILLY-BOY	Okay, we got... one, two... three...  Two Caddies and Poe's Mustang.
L463282	u7237	m488	KITTLE	Lots of these pencil-pushers work out of their homes.  It's a tax dodge.
L463281	u7234	m488	BILLY-BOY	No offices are gonna be open today.
L463257	u7237	m488	KITTLE	It's personal.  We'll hook up at Billy-Boy's pad in an hour.  See ya then.
L463256	u7234	m488	BILLY-BOY	Where you gonna be?
L463251	u7234	m488	BILLY-BOY	Who's that?  Zimmermann's money-man?
L463250	u7237	m488	KITTLE	A.D.
L463236	u7234	m488	BILLY-BOY	I got him.
L463235	u7237	m488	KITTLE	Ah, jeez, Billy... careful!
L463170	u7237	m488	KITTLE	Stop blaming yourself.
L463169	u7234	m488	BILLY-BOY	We shoulda been there to back you up. We shoulda!
L463108	u7237	m488	KITTLE	You big, fat sonofabitch, if it weren't for me, you'd still be sitting in the file room where I found you.  And you... Nena... you've still got needle scars from where I pulled you out of.  You of all people...
L463107	u7234	m488	BILLY-BOY	All I got is being a cop.  What do I do if I'm not that?
L463100	u7237	m488	KITTLE	What of it?  Haven't we waited forever... ?  Haven't we, honey?  Haven't we waited long enough to get this scumbag?
L463099	u7234	m488	BILLY-BOY	Yeah, but if we don't sit, they'll take our badges.
L463098	u7237	m488	KITTLE	You're just saying nothing!  Tonight is the night.
L463097	u7234	m488	BILLY-BOY	I'm just saying...
L463096	u7237	m488	KITTLE	What are you, Henry friggin' Kissinger all the sudden?
L463095	u7234	m488	BILLY-BOY	Well... we shouldn't rush into this, right?  Let's talk about it.
L463094	u7237	m488	KITTLE	I say, fuck 'em.  Let's go.
L463010	u7237	m488	KITTLE	I can not even begin to imagine how much that must have hurt.
L463009	u7234	m488	BILLY-BOY	Jiminy Christmas.
L463003	u7237	m488	KITTLE	Hands off the suit, monkey-boy. Close your eyes if you're scared.
L463002	u7234	m488	BILLY-BOY	We should slow down.
L463001	u7237	m488	KITTLE	Relax.
L463000	u7234	m488	BILLY-BOY	This is too fast.  This is <U>way</U> too fast!
L462993	u7237	m488	KITTLE	Move it!
L462992	u7234	m488	BILLY-BOY	I'd rather you guys didn't do this again.
L462991	u7237	m488	KITTLE	Make a hole, Billy-Boy.
L462983	u7237	m488	KITTLE	Get ready.
L462982	u7234	m488	BILLY-BOY	No you can't.
L462981	u7237	m488	KITTLE	I can work this.
L462966	u7237	m488	KITTLE	We'll share.
L462965	u7234	m488	BILLY-BOY	We catch 'em, I wanna be first to hurt 'em.  Promise me I get to go first.
L462964	u7237	m488	KITTLE	Sons of bitches!
L462952	u7237	m488	KITTLE	What do you want me to do about it?
L462951	u7234	m488	BILLY-BOY	I... I can't find my seatbelt.
L462944	u7237	m488	KITTLE	Save it.  Just go.
L462943	u7234	m488	BILLY-BOY	That wasn't my fault.
L462942	u7237	m488	KITTLE	Escort everyone's favorite She-Male over here nice and peaceful-like. Let's not have another incident like at the laundromat.  I'll never forget the look on that poor woman's face.
L462923	u7234	m488	BILLY-BOY	Whoa, thanks, man.  These are cool. They'll be collector's items.
L462922	u7237	m488	KITTLE	Just a little, you know... Bicentennial memento.  Nothing special.
L462910	u7237	m488	KITTLE	I'll give you a fucking hoot if you don't shut up back there.
L462909	u7234	m488	BILLY-BOY	Give a Hoot.  Don't Pollute.
L462908	u7237	m488	KITTLE	Thank you, concerned citizen.
L462907	u7234	m488	BILLY-BOY	You shouldn't litter.
L462864	u7237	m488	KITTLE	What, am I supposed to read it while I drive?  Keep a grip on it, alright?
L462863	u7234	m488	BILLY-BOY	Jeez... it's too early in the morning for this.  Leave off.  Here's your paper.
L462862	u7237	m488	KITTLE	"She's right.  If you two are doing the horizontal polka, the last thing you want is a thirty-five pound bundle-of-joy stumbling around, knocking over furniture and calling you ""daddy."""
L462857	u7234	m488	BILLY-BOY	It's the way you say it, like there's something more too it.
L462856	u7237	m488	KITTLE	What'd I say?
L462855	u7234	m488	BILLY-BOY	Lay off once, would you?
L462854	u7237	m488	KITTLE	Nothing, I guess.  Just an observation.  She's really something special.  You're a lucky fella.
L462853	u7234	m488	BILLY-BOY	Filthy kids go to kindergarten too. What are you saying, anyhow?
L462852	u7237	m488	KITTLE	Tell me something... what's a school teacher doing having you meet for breakfast in one of the filthiest parts of downtown skank-ville?  I mean, this is not the place for fine dining, unless looking at prostitutes stimulates your appetite.
L462851	u7234	m488	BILLY-BOY	She's fine, as if you cared.
L462850	u7237	m488	KITTLE	How's your precious little school-marm today?
L463514	u7238	m488	NENA	We've got the tape to prove it.
L463513	u7234	m488	BILLY-BOY	He tried to kill us.
L463461	u7234	m488	BILLY-BOY	Bummer.
L463460	u7238	m488	NENA	There probably is.
L463459	u7234	m488	BILLY-BOY	Feels like there's a bullet still in my chest.
L463431	u7238	m488	NENA	Go wherever you want.  Live how you want.
L463430	u7234	m488	BILLY-BOY	You could start over again with cash like that.
L463422	u7234	m488	BILLY-BOY	What can I say to that... except, I love you too, you mean-spirited bitch.
L463421	u7238	m488	NENA	"Billy, I love you I really do... but I've got to tell you, every day, in every way, you give new meaning to the word ""stupidity."""
L463416	u7234	m488	BILLY-BOY	Oh.  Well.   I think it's pretty common knowledge that in the Battle of Little Big Horn, Custer was drunk off his ass.
L463415	u7238	m488	NENA	Nope.
L463414	u7234	m488	BILLY-BOY	General Jim Beam, then.
L463413	u7238	m488	NENA	No.
L463412	u7234	m488	BILLY-BOY	What about Jack Daniels?  Wasn't he a decorated general in the Civil War?
L463302	u7234	m488	BILLY-BOY	I'm waiting till the time's right.
L463301	u7238	m488	NENA	You plan on shooting that gun or just hugging it?
L463294	u7234	m488	BILLY-BOY	You're lying...
L463293	u7238	m488	NENA	Don't talk like that.  There's plenty of women around for jerks like you.
L463292	u7234	m488	BILLY-BOY	... where... where's a jerk like me ever gonna find another girl to love him... huh?...
L463291	u7238	m488	NENA	Whoa, whoa... it's gonna be alright.
L463285	u7238	m488	NENA	Speak for yourself.
L463284	u7234	m488	BILLY-BOY	If we don't catch a break soon, we're gonna be left standing with our dicks in our hands.
L463283	u7238	m488	NENA	Bad news is, word's spreading like wildfire that we don't have badges, and nobody wants to end up getting splattered like Butch Cassidy either.
L463273	u7238	m488	NENA	Okay.  It doesn't smell as bad in here as I remember it smelling.
L463272	u7234	m488	BILLY-BOY	Can't you say something nice once?
L463271	u7238	m488	NENA	You live like a pig.
L463249	u7238	m488	NENA	Well, I got something..  Pop-Sweet's accounting ledger for the Disco-Strip.  All the money transactions.  Look...  Someone's putting their initials beside the weekly totals.  Like they're acknowledging a deposit.
L463248	u7234	m488	BILLY-BOY	Who said it wa's me, hub?  Anyway... he fell off a ladder.  It wasn't really my fault.
L463189	u7234	m488	BILLY-BOY	Then, why'd we tie him up?
L463188	u7238	m488	NENA	This is the police lock-up.  We're police.  How can we steal from ourselves?
L463187	u7234	m488	BILLY-BOY	No, we're stealing.
L463186	u7238	m488	NENA	We're not stealing.  We're borrowing.
L463185	u7234	m488	BILLY-BOY	I can't believe we're stealing.
L463175	u7238	m488	NENA	Hey... HEY!    Cool down, Jumbo!
L463174	u7234	m488	BILLY-BOY	Let's go!  Fuck everything!  God damn sons of bitching mother humpers... I'm gonna rip'em all brand new assholes... !
L463165	u7238	m488	NENA	Just keep an eye out till I get this rig up and running.
L463164	u7234	m488	BILLY-BOY	Okay.  But, what changed our mind?
L463163	u7238	m488	NENA	We have to find Kittle.
L463162	u7234	m488	BILLY-BOY	Where we going?
L463161	u7234	m488	BILLY-BOY	How come everyone thinks hitting me's the best way to get my attention?
L463160	u7238	m488	NENA	Follow me.
L463159	u7234	m488	BILLY-BOY	What the... ?!  What was that for?
L463048	u7234	m488	BILLY-BOY	You'll cry like a great big, blubbering baby.
L463047	u7238	m488	NENA	Laugh it up.  You'll cry later.
L462949	u7234	m488	BILLY-BOY	What was I supposed to do?
L462948	u7238	m488	NENA	Smooth move, hot-shot.
L462941	u7238	m488	NENA	It's go time, Billy-B.
